Item,,ItemDescription,Lot,Location,Lot Cost,Lot Quantity,Lot Unit Cost,Item Lot Revision,Non-Nettable Stock,,Qty WIP,Qty On Customer Orders,,Qty On Purchase Orders,Total On Hand,PO On Order 3PL,CO On Order 3PL,,Last Sales Date,Drawing Revision,Manufacturer,Name,Product Category,Warehouse,,Warehouse Name,NSN,,Expiration Date,Currency,Date Code,Price,Site,Shelf Life,Haz,,,Date Lot,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2203310000046,A01E01,,2400,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"929, 940, 927",,USS site,,,,,44651,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2204290000018,A01E01,,600,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,948,,USS site,,,,,44680,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2204060000047,A01E01,,1200,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,920,,USS site,,,,,44657,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2203070000027,A01E01,,200,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,5,,USS site,,,,,44627,,,,
3296X-1-202LF,,TRIMMER 2K OHM 0.5W PC PIN SIDE,US2205190000062,A01E01,,200,,,,,,,,,6082,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,940,,USS site,,,,,44700,,,,
3296X-1-503LF,,TRIMMER 50K OHM 0.5W PC PIN SIDE,US2203310000039,A01D01,,997,,,,,,,,,1447,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"831, 929, 903/842",,USS site,,,,,44651,,,,
3296X-1-503LF,,TRIMMER 50K OHM 0.5W PC PIN SIDE,US2204010000012,A01D01,,450,,,,,,,,,1447,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,842,,USS site,,,,,44652,,,,
3296Y-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN TOP,US2205190000063,G04B03,,686,,,,,,,,,1186,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,923,,USS site,,,,,44700,,,,
3296Y-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN TOP,US2203310000043,G04B03,,500,,,,,,,,,1186,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,923,,USS site,,,,,44651,,,,
3296Z-1-103LF,,TRIMMER 10K OHM 0.5W PC PIN SIDE,US2203310000044,G04B03,,582,,,,,,,,,1032,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"907, 842",,USS site,,,,,44651,,,,
3296Z-1-103LF,,TRIMMER 10K OHM 0.5W PC PIN SIDE,US2204010000014,G04B03,,450,,,,,,,,,1032,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,819,,USS site,,,,,44652,,,,
3296Z-1-501LF,,TRIMMER 500 OHM 0.5W PC PIN SIDE,US2203070000026,G01A01,,200,,,,,,,,,1126,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,014C0,,USS site,,,,,44627,,,,
3296Z-1-501LF,,TRIMMER 500 OHM 0.5W PC PIN SIDE,US2203310000040,G01A01,,926,,,,,,,,,1126,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,928,,USS site,,,,,44651,,,,
3296Z-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN SIDE,US2203070000032,G01A01,,200,,,,,,,,,5837,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1,,USS site,,,,,44627,,,,
3296Z-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN SIDE,US2203310000042,A01E01,,2800,,,,,,,,,5837,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"928,950",,USS site,,,,,44651,,,,
3296Z-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN SIDE,US2204060000050,A01E01,,2800,,,,,,,,,5837,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"946, 935, 950",,USS site,,,,,44657,,,,
3296Z-1-502LF,,TRIMMER 5K OHM 0.5W PC PIN SIDE,US2205200000023,G01A01,,37,,,,,,,,,5837,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,911,,USS site,,,,,44701,,,,
3299W-1-100LF,,"POT,TRIM,CERMET,25 TURN,10 OHM, ROHS",US2407110000011,LAMTB.2.2,,250,,,,,,,,,250,,,,,,M09512,Vishay Semiconductors,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2419,1.47,USS site,,,,,45484,,,,
3299W-1-101LF,,"POT, TRIM, CERMET, 25 TURN, ROHS",US2407010000021,LAMTB.1.9,,500,,,,,,,,,500,,,,,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2404,1.376,USS site,,,,,45474,,,,
3299W-1-253LF,,"POT,TRIM,CERMET,25 TURN,25Kohm, ROHS",US2407310000044,LAMTB.5.8,,500,,,,,,,,,500,,,,,,M00843,Bourns Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,234C0,0.618,USS site,,,,,45504,,,,
32CTQ030SPBF,,Schottky Diodes & Rectifiers RECOMMENDED,LI2207140000032,G06C01,,840,,,,,,,,,840,,,,,,M09512,Vishay Semiconductors,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"1530, 1541",,USS site,,,,,44756,,,,
32K101-400L5,,"CONN,RCPT,RF,SMA,480V,50 OHM,STR,PCB MT",US2406250000010,LAMTY.1.6,,376,,,,,,,,,376,,,,,,M04930,Rosenberger,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,2.28,USS site,,,,,45468,,,,
330R223U010JS2D,,Aluminum Electrolytic Capacitors - Radia,LI2207140000033,G03F03,,232,,,,,,,,,232,,,,,,M01329,Cornell Dubilier,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44756,,,,
332255,,Labels,US2512010000011,FLK1SH1,399.98,2,199.99,,,,,,,2,2,,,,,,M99999,Not Known Yet,,W116,,Astute Electronics Inc. - FLK BTX,,,,USD,,199.99,USS site,,,,,45992,,,,
3386H-1-501,,TRIMMER 500 OHM 0.5W PC PIN SIDE,LI2206290000038,G01A03,,141,,,,,,,,,141,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2104,,USS site,,,,,44741,,,,
34.81.7.024.9024,,"RLY,SSR,1 NO,24VDC INPUT,24VDC,6A,SIP-4",US2407170000015,LAMTB.2.6,,100,,,,,,,,,100,,,,,,M02137,Finder,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2348,16.726,USS site,,,,,45490,,,,
34.81.7.024.9024,,"RLY,SSR,1 NO,24VDC INPUT,24VDC,6A,SIP-4",US2602220000011,QC INSPECT,,52,,,,,,,,,52,,,,,,M02137,Finder,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46075,,,,
3412715-1,,3412715-1 Sas Industries,LI2208150000043,G08B03,,114,,,,,,,,,114,,,,,,M05039,Sas,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44788,,,,
3412745-1,,Speciality Rubber Inc. - 3412745-1,LI2208150000044,G07A03,,74,,,,,,,,,74,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44788,,,,
3412786-8,,3412786-8,LI2207140000040,G06A01,,2158,,,,,,,,,2158,,,,,,M03593,Maxim Integrated Products Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1029,,USS site,,,,,44756,,,,
345-010-521-201,,"CONN,RCPT,CARD EDGE,10POSN,1200VAC,3A",US2410220000024,LAMSHELF.5.6,,400,,,,,,,,,400,,,,,,M01768,Edac,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.8,USS site,,,,,45587,,,,
345-060-521-202,,"CONN,RCPT,CARD EDGE,60POSN,1200VAC,3A",US2410220000025,LAMSHELF.5.5,,250,,,,,,,,,250,,,,,,M01768,Edac,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,2.234,USS site,,,,,45587,,,,
34ASP41B4V2GT,,Switch,US2601190000020,F04B02,968,200,4.84,,,,,200,,,200,,,,46041,,M02453,Grayhill,,MAIN,,Astute Electronics Inc.,,,,USD,,4.84,USS site,,,,,46041,,,,
35022-0002,,CONN HSG 2POS 2.5MM R/A B-IN,US2205120000055,G07A02,,10000,,,,,,,,,10000,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1737, 1715",,USS site,,,,,44693,,,,
35022-0004,,CONN PLUG 4POS 2.5MM R/A,US2205120000057,G06A03,,1017,,,,,,,,,5901,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1536,,USS site,,,,,44693,,,,
35022-0004,,CONN PLUG 4POS 2.5MM R/A,US2205120000058,G06A03,,4884,,,,,,,,,5901,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1838,,USS site,,,,,44693,,,,
35022-0007,,CONN HSG 7POS 2.5MM R/A B-IN,US2205120000056,G06E03,,6000,,,,,,,,,6000,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1840,,USS site,,,,,44693,,,,
350428-4,,(CE/) CONN  2POS MALE PC MATE,US2602190000051,QC INSPECT,,3597,,,,,,,,,3597,,,,,,M05724,TE Connectivity,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46072,,,,
350429-1,,(/) CONN 3POS 1ROW MNL W-T-B,US2602240000001,QC INSPECT,,3290,,,,,,,,,3290,,,,,,M05724,TE Connectivity,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46077,,,,
350711-4,,"CONN,HDR,PCB,M-ST,UNV M-N-LOK,6P,ROHS",US2602110000052,QC INSPECT,,6727,,,,,,,,,6727,,,,,,M05724,TE Connectivity Ltd,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46064,,,,
350711-4,,"CONN,HDR,PCB,M-ST,UNV M-N-LOK,6P,ROHS",US2408140000014,LAMBLK.10.5,,100,,,,,,,,,100,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2117,3.07,USS site,,,,,45518,,,,
350759-4,,"CONN,RCPT,PWR,2CKT,PRE-TIN,INLINE,UL94V2",US2408140000013,LAMBLK.14.4,,100,,,,,,,,,100,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2150,0.3158,USS site,,,,,45518,,,,
350786-1,,"CONN,PLUG,2POSN,UNIV MATE-LOCK,600V,19A",US2407090000011,LAMBLK.3.6,,100,,,,,,,,,100,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2328,0.375,USS site,,,,,45482,,,,
350792-3,,"CONN,HDR,PCB,M-ST,UNV M-N-LOK,4P,ROHS",US2408130000011,LAMBLK.10.7,,88,,,,,,,,,88,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2151,1.63,USS site,,,,,45517,,,,
350824-1,,"CONN,RCPT,2POSN,UNIV MATE-LOCK,600V,19A",US2407150000018,LAMBLKB.2.5,,500,,,,,,,,,500,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.535,USS site,,,,,45488,,,,
350825-1,,"CONN,MATE-N-LOK,3 POS,FEMALE",US2408060000043,LAMBLK.10.13,,500,,,,,,,,,500,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2227,0.3572,USS site,,,,,45510,,,,
3518-BLACK,,Headers & Wire Housings POLARIZING KEY,US2407230000074,LAMBLK.5.4,,200,,,,,,,,,200,,,,,,M11782,3M,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2410,0.272,USS site,,,,,45496,,,,
35239000,,Rotron AXIMAX® 2 Small Vaneaxial Fans,LI2402200000074,G08C01,,15,,,,,,,,,15,,,,,,M00329,Ametek Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45342,,,,
352C04,,Accelerometer,US2512010000025,QC INSPECT,2926,7,418,,,,,,,,7,,,,45994,,M07084,PCB Piezotronics,,MAIN,,Astute Electronics Inc.,,,,USD,,418,USS site,,,,,45992,,,,
35351-187929-001,,35351-187929-001,US2206030000012,G04A02,,78,,,,,,,,,78,,,,,,M02312,General Electric Co,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44715,,,,
3590S-291-502L,,POT 5K OHM 2W WIREWOUND LINEAR,US2205100000018,ATX21L,,2239,,,,,,,,,2829,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1925,,USS site,,,,,44691,,,,
3590S-291-502L,,POT 5K OHM 2W WIREWOUND LINEAR,US2205200000028,ATX23L,,60,,,,,,,,,2829,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1844M,,USS site,,,,,44701,,,,
3590S-291-502L,,POT 5K OHM 2W WIREWOUND LINEAR,US2205100000010,ATX22L,,530,,,,,,,,,2829,,,,,,M00843,Bourns Inc,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1925,,USS site,,,,,44691,,,,
35F0121-1SR-10,,"IDCTR,SMD,FERRITE,10A,90 OHM,ROHS",US2407150000014,LAM13.5.2,,2500,,,,,,,,,2500,,,,,,M03260,Laird Technologies Inc,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2220,0.18,USS site,,,,,45488,,,,
3-60874-2,,CONN PC PIN CIRC 0.058DIA GOLD,US2202090000038,G06D04,,790,,,,,,,,,790,,,,,,M05844,Texas Instruments,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2011, 2003",,USS site,,,,,44601,,,,
365-001788-1,,365-001788-1 IDD AEROSPACE CORP,US2206020000027,G07E04,,154,,,,,,,,,154,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44714,,,,
3690-12848,,"SCR, SKT HD SHLDR, 6-32 THD, 3/8LG",US2506130000017,F03F04,288.75,165,1.75,,,,2335,,,,165,,,,45828,,M99998,Factored Manufacturer,,MAIN,,Astute Electronics Inc.,,,,,,,USS site,,,,,45821,,,,
3690-16495,,"SHOULDER SCREW, 3/16"" SHOULDER 3/16",US2505060000023,RMA,743.0066,686,1.0831,,686,,,,,,,,,,45813,,M11057,Generic,,MAIN,,Astute Electronics Inc.,,,,,,,USS site,,,,,45783,,,,
36MC51ATR13,,Suppressor,PX2312290000141,F01C02,,2806,,,,,,,,,2806,,,,,,M01065,Central Semiconductor Corp,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45289,,,,
3-794620-6,,"CONN,MATE-N-LOK,MICTRO 6 POS RIGHT ANGLE",US2407220000048,LAMTY.4.4,,286,,,,,,,,,286,,,,,,M05724,TE Connectivity Ltd,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,1.2937,USS site,,,,,45495,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2202230000009,ATX32L,,240,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2006,,USS site,,,,,44615,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2202230005-02,ATX32L,,242,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2020, 2014",,USS site,,,,,45953,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2202230005-01,ATX32R,,4540,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2020, 2014",,USS site,,,,,45953,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2202170000018,ATX32L,,3400,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2020,,USS site,,,,,44609,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2112160000023,ATX32L,,80,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,2006,,USS site,,,,,44546,,,,
380LQ681M350A032,,CAP ALUM 680UF 20% 350V SNAP,US2202230000013,ATX32L,,560,,,,,,,,,9062,,,,44636,,M01329,Cornell Dubilier,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"2020, 2024",,USS site,,,,,44615,,,,
3812125-1,,3812125-1,LI2207290000042,G04B03,,49,,,,,,,,,49,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44771,,,,
3812126G1,,3812126G1,LI2206290000039,G04B03,,199,,,,,,,,,199,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44741,,,,
3-822516-7,,CONN SOCKET PLCC 32POS TIN,US2204250000023,G07C03,,141,,,,,,,,,141,,,,,,M05844,Texas Instruments,,W106,,Astute Electronics TAX Excess/Consignment,,,,,n/a,,USS site,,,,,44676,,,,
383-81821-00,,383-81821-00,US3108180000013,G07F02,,20000,,,,,,,,,20000,,,,,,M99999,Not Known Yet,,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43343,,,,
38660-8806,,(CE/) TERM BLK 6 600 8-18AWG B,US2602260000038,QC INSPECT,,123,,,,,,,,14,123,,,,,,M03913,Multicomp,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46079,,,,
39-28-1163,,(CE/) CONN 16POS 2X8 MFJ HDR,US2602190000049,QC INSPECT,,5845,,,,,,,,,5845,,,,,,M03837,Molex LLC,,W118,,Astute Electronics Inc. - LAM Consignment,,,,USD,,,USS site,,,,,46072,,,,
39-30-2041,,CONN HEADER VERT 4POS 4.2MM,US2203160000019,BULK3,,2630,,,,,,,,,2630,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1914,,USS site,,,,,44636,,,,
3BTF6-35,,"Switch,Thrmstc,Spst,170 Deg",US2107220000006,G07E04,,12,,ZV,,,,,,,12,,,,,,M05159,Sensata,Unknown,W104,,Astute Electronics Inc. ATX Excess,,,,USD,"2123, 2124",140,USS site,,,,,44399,,,,
3BTF6-35,,"Switch,Thrmstc,Spst,170 Deg",PX2312270000035,F01E02,,4,,,,,,,,,4,,,,,,M05159,Sensata,Unknown,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
3BT-P8588-00,,"HDW,FASTENERS",US1304180000012,ATX31L,,30000,,,,,,,,,30000,,,,,,M05480,Stanley,Unknown,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43203,,,,
402215,,402215,LI2206280000019,ATX23L,,309,,,,,,,,,323,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,"2039, 2041/2043/2112/2113",,USS site,,,,,44740,,,,
402215,,402215,LI2207290000015,F04D03,,14,,,,,,,,,323,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2039,,USS site,,,,,44771,,,,
402244,,402244,LI2207290000016,G05C02,,40,,,,,,,,,80,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2125,,USS site,,,,,44771,,,,
402244,,402244,LI2207290000017,G05C02,,26,,,,,,,,,80,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44771,,,,
402244,,402244,LI2207290000018,G05C02,,14,,,,,,,,,80,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44771,,,,
402272,,Inductor,LI2402200000001,G08E04,,14,,,,,,,,,14,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45342,,,,
402548-1,,"Shaft, tacticle feel, SQ LT",US3101180000017,G07D02,,327,,,,,,,,,327,,,,,,M99999,Not Known Yet,Unknown,W104,,Astute Electronics Inc. ATX Excess,,,,,N/A,,USS site,,,,,43131,,,,
402862-1,,FLYBACK TRANSFORMER,LI2402200000034,G05D03,,14,,,,,,,,,14,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45342,,,,
403016-1,,Voltage feedback,GR2207210000029,ATX21R,,222,,,,,,,,,222,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44763,,,,
403081-1,,403081-1,LI2207290000043,G04B01,,14,,,,,,,,,14,,,,,,M02051,Exxelia Technologies,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2110,,USS site,,,,,44771,,,,
41-042001-05,,"CAPACITOR, TANTALUM, OUTPUT FILT",LI2402200000003,G08E03,,9,,,,,,,,,9,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45342,,,,
410-43-210-41-105000,,"CONN SOCKET 0.1"" SMD 10PIN",US2203160000028,A01E01,,2500,,,,,,,,,2500,,,,,,M03760,Mill-Max MFG Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1843,,USS site,,,,,44636,,,,
410-83-210-41-105101,,CONN SOCKET 10POS 0.1 GOLD SMD,US2203310000029,A01F01,,6021,,,,,,,,,6021,,,,,,M03760,Mill-Max MFG Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,"1840, 1984",,USS site,,,,,44651,,,,
410-83-210-41-105191,,CONN SOCKET 10POS 0.1 GOLD SMD,US2203030000022,G06F04,,6640,,,,,,,,,6640,,,,,,M03760,Mill-Max MFG Corp,,W106,,Astute Electronics TAX Excess/Consignment,,,,,N/A,,USS site,,,,,44623,,,,
4171G,,THERM PAD 16.51MMX12.7MM,LI2206290000040,G05D01,,280,,,,,,,,,280,,,,,,M00036,Aavid Thermalloy,,W103,,Astute Electronics GEA Excess/Consignment,,,,,2004,,USS site,,,,,44741,,,,
43-03-01,,43-03-01,LI2206290000041,G05D01,,645,,,,,,,,,645,,,,,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44741,,,,
43-03-1,,"Insul, Kapton",LI2208150000046,G07E04,,5310,,,,,,,,,5310,,,,44949,,M99999,Not Known Yet,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44788,,,,
43045-0200,,"CONN,HDR,RTANG,2 ROWS,2 CKT,PCB MT",US2409230000014,LAMBLK.14.30,,500,,,,,,,,,500,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,2048,0.145,USS site,,,,,45558,,,,
43045-0400,,43045-0400,US1411170000013,ATX32R,,6696,,,,,,,,,8928,,,,,,M03837,Molex LLC,Unknown,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43053,,,,
43045-0400,,43045-0400,US0000000026554,ATX22L,,2232,,,,,,,,,8928,,,,,,M03837,Molex LLC,Unknown,W104,,Astute Electronics Inc. ATX Excess,,,,,,,USS site,,,,,43039,,,,
43045-0600,,"CONN,HDR,RTANG,2 ROWS,6 CKT,PCB MT",US2407160000032,LAMTY.3.3,,600,,,,,,,,,600,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.42,USS site,,,,,45489,,,,
43045-1000,,"CONN,HDR,RTANG,2 ROWS,10 CKT,PCB MT",US2409230000019,LAMSHELF.4.3,,1224,,,,,,,,,1224,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.39,USS site,,,,,45558,,,,
43045-1013,,CONN HEADER VERT 10POS 3MM,US2210180000055,ATX23L,,1224,,,,,,,,,1224,,,,,,M03837,Molex LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44852,,,,
43045-1200,,"CONN,HDR,RTANG,2 ROWS,12 CKT,PCB MT",US2410030000016,LAMSHELF.5.2,,1008,,,,,,,,,1008,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.89,USS site,,,,,45568,,,,
430452420,,"CONN, HEADER, 24POS, 2ROW, 3MM",LI2207140000014,G05B03,,800,,,,,,,,,800,,,,,,M03837,Molex LLC,,W103,,Astute Electronics GEA Excess/Consignment,,,,,1203,,USS site,,,,,44756,,,,
4304H5,,LED GREEN DIFFUSED T-1 3/4 T/H,US2210200000004,G07D04,,2000,,,,,,,,,2000,,,,,,M06127,Visual Communications Company LLC,,W106,,Astute Electronics TAX Excess/Consignment,,,,,,,USS site,,,,,44854,,,,
4310R-101-333,,Resistor,PX2312270000016,F02A01,,1996,,,,,,,,,1996,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45287,,,,
43160-0105,,"CONN,HDR,5CKT,7.5MM PITCH,18A,600V,TH",US2406180000026,LAMBLKB.4.3,,200,,,,,,,,,200,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,1.14,USS site,,,,,45461,,,,
43160-0106,,"CONN,HDR,6CKT,7.5MM PITCH,18A,600V,TH",US2406180000018,LAMBLKB.7.4,,200,,,,,,,,,200,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,1.29,USS site,,,,,45461,,,,
43160-6302,,"CONN,HDR,2CKT,18A,VERT MT,THROUGH-HOLE",US2411270000013,LAMSHELF.5.8,,1050,,,,,,,,,1050,,,,,,M03837,Molex LLC,,W115,,Astute Electronics Inc. LAM STL,,,,USD,,0.69,USS site,,,,,45623,,,,
43-77-1G,,THERMAL INSULATING FILM; INSULATOR BODY,LI2208150000048,G07E04,,25548,,,,,,,,,25548,,,,,,M00036,Aavid Thermalloy,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44788,,,,
43-77-9G,,THERM PAD 18.42MMX13.21MM AMBER,LI2206290000042,G07E02,,500,,,,,,,,,500,,,,,,M00036,Aavid Thermalloy,,W103,,Astute Electronics GEA Excess/Consignment,,,,,N/A,,USS site,,,,,44741,,,,
43J100E,,RES 100 OHM 5% 3W AXIAL,US2205200000033,G04B01,,145,,,,,,,,,145,,,,,,M04140,Ohmite,,W106,,Astute Electronics TAX Excess/Consignment,,,,,1827,,USS site,,,,,44701,,,,
4420P002103,,Network and Array Resistors,PX2312290000145,F01C02,,1309,,,,,,,,,1309,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45289,,,,
4420P-2-103,,Network and Array Resistors,PX2312290000146,F01C02,,566,,,,,,,,,566,,,,,,M00843,Bourns Inc,,W103,,Astute Electronics GEA Excess/Consignment,,,,,,,USS site,,,,,45289,,,,
