MPN,Original MPN,Manufacturer,Customer Program,Demand Qty,Life Cycle Status,MPN Risk,BOM Line Risk,Current Projected Stock,Current Stock Levels,Current Min Lead Days,Current Max Lead Days,Current Report Date,In Astute Stock,Astute Stock Qty,All Customer Programs
"SN74LVTH16245ADGG","SN74LVTH16245ADGG","Texas Instruments","THALES MERIGNAC",856,"OBS","HIGH","LOW",0,"",,,"7/2/2025","NO",,"THALES MERIGNAC"
"SN75ALS176DR","SN75ALS176DR","Texas Instruments","OT RFQ 27.01.2025 - 17.03.2025",5000,"OBS","HIGH","HIGH",0,"",84,84,"7/14/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"SN75ALS176DR","SN75ALS176DR","Texas Instruments","OT RFQ 27.01.2025 - 17.03.2025",5000,"OBS","HIGH","HIGH",0,"None",84,84,"5/5/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"SP000010194","SP000010194","Infineon","Apollo RFQ 10.02.2025",1920000,"EOL","HIGH","HIGH",0,"",107,107,"11/19/2025","NO",,"Apollo RFQ 10.02.2025"
"SP000010194","SP000010194","Infineon","Apollo RFQ 10.02.2025",1920000,"EOL","HIGH","MID",0,"",30,30,"8/27/2025","NO",,"Apollo RFQ 10.02.2025"
"SP3051-04HTG","SP3051-04HTG","Littelfuse Inc.","RFQ for MITRONA's MRP",250,"OBS","HIGH","HIGH",,"Tier 4",225,364,"11/28/2025","NO",,"RFQ for MITRONA's MRP"
"SP6201EM5-L-3-0/TR","SP6201EM5-L-3-0/TR","MaxLinear","Donalson - Bofa Boms - 1UP0901005 IQ",1,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Donalson - Bofa Boms - 1UP0901005 IQ"
"SPB20N60S5ATMA1","SPB20N60S5ATMA1","Infineon","PPV February 2025",16000,"NRND","HIGH","LOW",0,"",78,119,"7/3/2025","NO",,"PPV February 2025"
"SPB20N60S5ATMA1","SPB20N60S5ATMA1","Infineon","PPV February 2025",16000,"NRND","HIGH","LOW",0,"None",78,105,"5/8/2025","NO",,"PPV February 2025"
"SPC5200CBV400B","SPC5200CBV400B","NXP Semiconductors","Wabtec - 2025 Requirements",360,"LTB","HIGH","HIGH",0,"",84,693,"6/17/2025","NO",,"Wabtec - 2025 Requirements"
"SPC5200CBV400B","SPC5200CBV400B","NXP Semiconductors","Wabtec - 2025 Requirements",360,"OBS","HIGH","HIGH",0,"",123,693,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"SPC5200CBV400B","SPC5200CBV400B","NXP Semiconductors","Wabtec - 2025 Requirements",360,"OBS","HIGH","HIGH",0,"",693,693,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"SPM15-120-Q12P-C","SPM15-120-Q12P-C","Murata","Wabtec - 2025 Requirements",2059,"OBS","HIGH","HIGH",0,"None",364,392,"5/20/2025","NO",,"Wabtec - 2025 Requirements"
"SPU0410LR5H-QB","SPU0410LR5H-QB-7","KNOWLES ELECTRONICS","Quote 250128",1,"OBS","HIGH","HIGH",2004,"Tier 4",42,133,"6/3/2025","NO",,"East West March PPV | Quote 250128"
"SPU0410LR5H-QB","SPU0410LR5H-QB-7","Knowles Corporation","East West March PPV",5700,"OBS","HIGH","HIGH",0,"",133,133,"11/6/2025","NO",,"East West March PPV | Quote 250128"
"SPU0410LR5H-QB","SPU0410LR5H-QB-7","Knowles Corporation","East West March PPV",5700,"OBS","HIGH","HIGH",0,"",133,133,"6/25/2025","NO",,"East West March PPV | Quote 250128"
"SPU0410LR5H-QB","SPU0410LR5H-QB-7","Knowles Corporation","Quote 250128",1,"OBS","HIGH","HIGH",0,"",133,133,"6/24/2025","NO",,"East West March PPV | Quote 250128"
"SQ2361AEES-T1_GE3","SQ2361AEES-T1_GE3","Vishay","Wabtec - 2025 Requirements",2000,"OBS","HIGH","HIGH",0,"",189,197,"1/6/2026","NO",,"Wabtec - 2025 Requirements"
"SS22T3G","SS22T3G","ONSEMI","INGETEAM BOM Health Analysis",15000,"OBS","HIGH","HIGH",0,"",91,99,"7/30/2025","NO",,"INGETEAM BOM Health Analysis"
"SST29EE010-90-4C-NH","SST29EE010-90-4CNH","Microchip Technology","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",,,"11/6/2025","NO",,"SPX - LMX100"
"SST29EE010-90-4C-NH","SST29EE010-90-4CNH","Microchip Technology","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",,,"11/10/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple"
"SST29EE010-90-4C-NH","SST29EE010-90-4CNH","Microchip Technology","Edinburgh Instruments - Multiple",1,"OBS","HIGH","HIGH",0,"None",,,"10/3/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple"
"SST39SF010A-55-4I-WHE","SST39SF010A-55-4I-WHE","Microchip Technology","CPJG - RFQ 04.04.2025",16257,"OBS","HIGH","HIGH",0,"",315,315,"9/15/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List | Edinburgh Instruments - Multiple"
"SST39SF040-55-4I-WHE","SST39SF040-55-4I-WHE","Microchip Technology","Wabtec - 2025 Requirements",6316,"OBS","HIGH","HIGH",0,"None",28,28,"3/25/2025","NO",,"CPJG - RFQ 04.04.2025"
"ST10F276-6QR3","ST10F276-6QR3","STMicroelectronics","Wabtec - 2025 Requirements",2680,"OBS","HIGH","HIGH",0,"None",350,350,"10/6/2025","NO",,"Wabtec - 2025 Requirements"
"ST5-S","ST-5S","Applied Motion","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",281,281,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"ST662ABD-TR","ST662ABD-TR","ST Microelectronics","Wabtec - 2025 Requirements",401,"OBS","HIGH","HIGH",0,"None",693,693,"5/27/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"ST662ABD-TR","ST662ABD-TR","STMicroelectronics","Wabtec - 2025 Requirements",350,"OBS","HIGH","HIGH",0,"None",693,693,"5/27/2025","NO",,"Wabtec - 2025 Requirements"
"STDP4320-BA","STDP4320BA","Kinetic Technologies","Bit Box - Leader Quote",16,"OBS","HIGH","HIGH",0,"",,,"1/6/2026","NO",,"Wabtec - 2025 Requirements"
"STDP4320-BA","STDP4320BA","Kinetic Technologies","Bit Box - PH87",16,"OBS","HIGH","HIGH",0,"",,,"1/6/2026","NO",,"Bit Box - Leader Quote | Bit Box - PH87"
"STK14C88-NF35U","STK14C88-NF35U","Infineon","OT RFQ 30.06.2025 - 04.07.2025",103,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Bit Box - Leader Quote | Bit Box - PH87"
"STR912FAW44X6","STR912FAW44X6","STMicroelectronics","Wabtec - 2025 Requirements",811,"OBS","HIGH","HIGH",0,"",91,91,"11/11/2025","NO",,"OT RFQ 30.06.2025 - 04.07.2025"
"STR912FAW46X6","STR912FAW46X6","ST Microelectronics","Wabtec - 2025 Requirements",811,"OBS","HIGH","HIGH",0,"",693,693,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"STSA1805-AP","STSA1805-AP","STMicroelectronics","ABB - 7300217",100,"OBS","HIGH","HIGH",0,"",,,"11/20/2025","NO",,"Wabtec - 2025 Requirements"
"SZEMI2121MTTAG","SZEMI2121MTTAG","onsemi","Electronics - Semiconductors and Passives",29571,"OBS","HIGH","HIGH",,"Tier 5",5,996,"1/7/2026","NO",,"ABB - 7300217"
"SZEMI2121MTTAG","SZEMI2121MTTAG","onsemi","Electronics - Semiconductors and Passives",29571,"OBS","HIGH","HIGH",0,"",70,92,"7/23/2025","NO",,"Electronics - Semiconductors and Passives"
"T491A106K010AS","T491A106K010AS","KEMET","Sensorex EC Tender",8800,"OBS","HIGH","HIGH",0,"",,,"12/16/2025","NO",,"Electronics - Semiconductors and Passives"
"TAJA105M035R","TAJA105M035R","KYOCERA AVX","DE OT RFQ 2024",7687,"OBS","HIGH","HIGH",0,"",,,"12/31/2025","NO",,"Sensorex EC Tender"
"TAJA106K016H","TAJA106K016H","KYOCERA AVX","Connor Solutions - QCS2619",8000,"OBS","HIGH","LOW",0,"",203,203,"10/24/2025","NO",,"DE OT RFQ 2024"
"TAJB105K035R","TAJB105K035R","KYOCERA AVX","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",,,"11/27/2025","NO",,"Connor Solutions - QCS2619"
"TAJB105K035R","TAJB105K035R","KYOCERA AVX","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",,,"7/31/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TAJB105K035R","TAJB105K035R","KYOCERA AVX","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TAJB105K035R","TAJB105K035R","KYOCERA AVX","Edinburgh Instruments - Master BOM List",15,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TAJB105K035R","TAJB105K035R","KYOCERA AVX","Edinburgh Instruments - Master BOM List",23,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TAJB106K016R","TAJB106K016R","KYOCERA AVX","Part List 2 - HR Smith",1000,"OBS","HIGH","HIGH",0,"",,,"7/3/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TAJB106K020R","TAJB106K020R","Kyocera AVX","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",252,252,"11/11/2025","NO",,"Part List 2 - HR Smith"
"TAJD106K035R","TAJD106K035R","KYOCERA AVX","MKS Capacitor RFQ",1302,"OBS","HIGH","LOW",0,"",,,"7/28/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"TAJD106M035R","TAJD106M035R","KYOCERA AVX","MKS Capacitor RFQ",60,"OBS","HIGH","HIGH",0,"",,,"1/5/2026","NO",,"MKS Capacitor RFQ"
"TAJD476K016R","TAJD476K016R","KYOCERA AVX","MKS Capacitor RFQ",48,"OBS","HIGH","HIGH",0,"",,,"11/10/2025","NO",,"MKS Capacitor RFQ"
"TC74ACT244P","TC74ACT244P","Toshiba","Wabtec - 2025 Requirements",156,"OBS","HIGH","LOW",0,"",,,"9/30/2025","NO",,"MKS Capacitor RFQ"
"TCAN1051HGDQ1","TCAN1051HGDQ1","Texas Instruments","Wabtec - 2025 Requirements",200,"OBS","HIGH","HIGH",0,"",,,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"TCAN1051HGDQ1","TCAN1051HGDQ1","Texas Instruments","Wabtec - 2025 Requirements",200,"OBS","HIGH","HIGH",0,"",126,126,"9/2/2025","NO",,"Wabtec - 2025 Requirements"
"TCSCS1C106KBAR","TCSCS-1C-106-K-BAR","SAMSUNGEM","Wabtec - 2025 Requirements",4000,"OBS","HIGH","LOW",0,"",,,"12/9/2025","NO",,"Wabtec - 2025 Requirements"
"TCSCS1C106KBAR","TCSCS-1C-106-K-BAR","Samsung Electro-Mechanics","Wabtec - 2025 Requirements",4000,"OBS","HIGH","LOW",0,"",996,996,"7/1/2025","NO",,"Wabtec - 2025 Requirements"
"TDA2004R","TDA2004R","STMicroelectronics","DE Customer Quotes - Euro",1500,"OBS","HIGH","HIGH",0,"None",105,105,"4/29/2025","NO",,"Wabtec - 2025 Requirements"
"TDA7419","TDA 7419","STMicroelectronics","Wabtec - 2025 Requirements",22000,"OBS","HIGH","HIGH",0,"None",111,274,"4/15/2025","NO",,"DE Customer Quotes - Euro"
"TEM 2-0521","TEM 2-0521","TRACO Power","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",56,56,"1/15/2026","NO",,"Wabtec - 2025 Requirements"
"THGBMNG5D1LBAIL","THGBMNG5D1LBAIL","Toshiba","Kone - Lead time requirement",15000,"OBS","HIGH","HIGH",0,"",84,84,"7/28/2025","NO",,"AMS Neve - V2 18.06.2025"
"TIBPAL20L8-20MJT","TIBPAL20L8-20MJT","Texas Instruments","Havelsan Requirement",10,"OBS","HIGH","HIGH",0,"",,,"8/18/2025","NO",,"Kone - Lead time requirement"
"TIBPAL20L8-20MJT","TIBPAL20L8-20MJT","Texas Instruments","Havelsan Requirement",5,"OBS","HIGH","HIGH",0,"",,,"8/18/2025","NO",,"Havelsan Requirement"
"TIL311","TIL311","ams OSRAM","Havelsan Requirement",10,"OBS","HIGH","HIGH",0,"",,,"8/18/2025","NO",,"Havelsan Requirement"
"TL072ID","TL072ID","Texas Instruments","DE Customer Quotes - USD",15,"OBS","HIGH","HIGH",0,"",49,385,"7/15/2025","NO",,"Havelsan Requirement"
"TL082IPE4","TL082IPE4","Texas Instruments","Wabtec - 2025 Requirements",24318,"OBS","HIGH","HIGH",0,"",,,"10/7/2025","NO",,"DE Customer Quotes - USD"
"TL2BR015FTE","TL2BR015FTE","TE Connectivity","Axiom PPV",648,"OBS","HIGH","HIGH",0,"None",693,693,"5/7/2025","NO",,"Wabtec - 2025 Requirements"
"TL431IDRG4","TL431IDRG4","Texas Instruments","Wabtec - 2025 Requirements",328,"OBS","HIGH","HIGH",0,"",42,42,"10/21/2025","NO",,"Axiom PPV"
"TL431IDRG4","TL431IDRG4","Texas Instruments","Wabtec - 2025 Requirements",328,"OBS","HIGH","HIGH",0,"None",42,42,"5/27/2025","NO",,"Wabtec - 2025 Requirements"
"TLC072CDRG4","TLC072CDRG4","Texas Instruments","Axiom - Radio Detection BOM",22476,"OBS","HIGH","HIGH",0,"",42,42,"10/16/2025","NO",,"Wabtec - 2025 Requirements"
"TLC072CDRG4","TLC072CDRG4","Texas Instruments","Axiom PPV",36518,"OBS","HIGH","HIGH",0,"",42,42,"10/14/2025","NO",,"Axiom - Radio Detection BOM | Axiom PPV"
"TLC274MD","TLC274MD","Texas Instruments","Wabtec - 2025 Requirements",367,"OBS","HIGH","HIGH",0,"",,,"12/30/2025","NO",,"Axiom - Radio Detection BOM | Axiom PPV"
"TLE42344G","TLE42344G","Infineon Technologies","225-VAL-100924",500,"EOL","HIGH","HIGH",0,"None",,,"2/17/2025","NO",,"Wabtec - 2025 Requirements"
"TLE6240GP","TLE6240GP","Infineon","Electronics - Semiconductors and Passives",2400,"OBS","HIGH","HIGH",0,"None",,,"4/30/2025","NO",,"225-VAL-100924"
"TLMO1000-GS08","TLMO1000-GS08","Vishay","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",35,455,"8/20/2025","NO",,"Electronics - Semiconductors and Passives"
"TLMY1000-GS08","TLMY1000-GS08","Vishay","Complete Obsolescence Management (MBDACOMM2024)",1000,"OBS","HIGH","HIGH",0,"",35,693,"1/14/2026","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"TLP131(GB","TLP131","TOSHIBA","C1900-0405 EOL CHECK",1000,"OBS","HIGH","HIGH",0,"",210,210,"12/3/2025","NO",,"Complete Obsolescence Management (MBDACOMM2024)"
"TLP131(GB","TLP131","TOSHIBA","C1900-0425",1,"OBS","HIGH","HIGH",0,"",210,210,"12/1/2025","NO",,"C1900-0405 EOL CHECK | C1900-0425"
"TLP2105(F)","TLP2105(F)","Toshiba","Mine Arc Systems Component usage 2024",910,"EOL","HIGH","HIGH",0,"",84,182,"12/5/2025","NO",,"C1900-0405 EOL CHECK | C1900-0425"
"TLP281-4","TLP281-4","Toshiba","Wabtec - 2025 Requirements",4000,"OBS","HIGH","HIGH",0,"",,,"7/15/2025","NO",,"Mine Arc Systems Component usage 2024"
"TLP598GA(F)","TLP598GA(F)","Toshiba","Wabtec - 2025 Requirements",556,"OBS","HIGH","HIGH",0,"",693,693,"12/9/2025","NO",,"Wabtec - 2025 Requirements"
"TLP627(F)","TLP627(F)","Toshiba","Electronics - Semiconductors and Passives",5421,"OBS","HIGH","HIGH",0,"",238,364,"7/16/2025","NO",,"Wabtec - 2025 Requirements"
"TLV2462IDG4","TLV2462IDG4","Texas Instruments","Wabtec - 2025 Requirements",5000,"OBS","HIGH","HIGH",0,"",42,42,"10/7/2025","NO",,"Electronics - Semiconductors and Passives"
"TMP75AIDGKRG4","TMP75AIDGKRG4","Texas Instruments","ULAK - Deniz - BOM Health",3,"OBS","HIGH","LOW",0,"None",42,42,"5/6/2025","NO",,"Wabtec - 2025 Requirements"
"TNY287KG","TNY287KG","Power Integrations","Luna",80,"OBS","HIGH","HIGH",0,"",57,57,"11/24/2025","NO",,"ULAK - Deniz - BOM Health"
"TPA3001D1PWPG4","TPA 3001 D1PWPG4","Texas Instruments","Wabtec - 2025 Requirements",3000,"NRND","HIGH","HIGH",0,"None",126,126,"5/13/2025","NO",,"Luna"
"TPS2592BADRCT","TPS2592BADRCT","Texas Instruments","Wabtec - 2025 Requirements",500,"NRND","HIGH","LOW",0,"",42,42,"12/23/2025","NO",,"Wabtec - 2025 Requirements"
"TPS72325DBVT","TPS72325DBVT","Texas Instruments","INGETEAM BOM Health Analysis",9000,"OBS","HIGH","HIGH",0,"",140,140,"11/5/2025","NO",,"Wabtec - 2025 Requirements"
"TPS74401KTWT","TPS74401KTWT","Texas Instruments","Wabtec - 2025 Requirements",262,"OBS","HIGH","LOW",0,"",294,294,"9/30/2025","NO",,"INGETEAM BOM Health Analysis"
"TQP3M9008","TQP3M9008","Qorvo","CRFS - ASM0125-B04.4 BoM",1,"NRND","HIGH","HIGH",0,"None",112,112,"5/30/2025","NO",,"Wabtec - 2025 Requirements"
"TR1-6125TD3-R","TR1-6125TD3-R","Eaton Electrical","Elite - Bid 2951",1,"OBS","HIGH","HIGH",0,"",364,364,"9/19/2025","NO",,"CRFS - ASM0125-B04.4 BoM"
"TS4148 RY","TS4148 RY","Taiwan Semiconductor","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"None",,,"4/28/2025","NO",,"Elite - Bid 2951"
"TS4148 RYG","TS4148 RY","Taiwan Semiconductor","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",134,693,"11/6/2025","NO",,"Edinburgh Instruments - Master BOM List"
"TS4148 RYG","TS4148 RY","Taiwan Semiconductor","Edinburgh Instruments - Final Master BOM",1,"OBS","HIGH","HIGH",0,"",134,693,"12/25/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TS4148 RYG","TS4148 RY","Taiwan Semiconductor","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",134,693,"11/10/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TS4148 RYG","TS4148 RY","Taiwan Semiconductor","Edinburgh Instruments - Master BOM List",1,"OBS","HIGH","HIGH",0,"",134,693,"12/29/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TS5A3167DCKRG4","TS5A3167DCKRG4","Texas Instruments","Wabtec - 2025 Requirements",9000,"OBS","HIGH","HIGH",0,"",84,84,"7/8/2025","NO",,"Edinburgh Instruments - Final Master BOM | Edinburgh Instruments - Master BOM List"
"TSB41AB3PFP","TSB41AB3PFP","Texas Instruments","AMS Neve - V2 18.06.2025",10000,"OBS","HIGH","HIGH",0,"",140,140,"10/23/2025","NO",,"Wabtec - 2025 Requirements"
"TSHA4401","TSHA4401","Vishay","Bit Box - Extra Lines",8460,"OBS","HIGH","HIGH",0,"",28,133,"6/17/2025","NO",,"AMS Neve - V2 18.06.2025"
"TSHA4401","TSHA4401","Vishay","DE OT RFQ 2024",7500,"OBS","HIGH","HIGH",0,"",28,133,"11/6/2025","NO",,"Bit Box - Extra Lines | DE OT RFQ 2024 | HWM Componenet Tender File | HWM Component Tender File"
"TSHA4401","TSHA4401","Vishay","DE OT RFQ 2024",7500,"OBS","HIGH","HIGH",0,"None",28,133,"9/4/2025","NO",,"Bit Box - Extra Lines | DE OT RFQ 2024 | HWM Componenet Tender File | HWM Component Tender File"
"TSHA4401","TSHA4401","Vishay","HWM Componenet Tender File",13483,"OBS","HIGH","HIGH",0,"None",28,133,"4/15/2025","NO",,"Bit Box - Extra Lines | DE OT RFQ 2024 | HWM Componenet Tender File | HWM Component Tender File"
"TSHA4401","TSHA4401","Vishay","HWM Component Tender File",13483,"OBS","HIGH","HIGH",0,"",28,133,"6/17/2025","NO",,"Bit Box - Extra Lines | DE OT RFQ 2024 | HWM Componenet Tender File | HWM Component Tender File"
"TSI148-133IL","TSI148-133IL","Renesas Electronics","Leonardo Venegono - Obsolete",10,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"Leonardo Venegono - Obsolete"
"TSI148-133IL","TSI148-133IL","Renesas Electronics","Leonardo Venegono - Obsolete",10,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"Leonardo Venegono - Obsolete"
"TVX1E100MAD","TVX1E100MAD","Nichicon","OT RFQ 27.01.2025 - 17.03.2025",400,"OBS","HIGH","HIGH",0,"None",133,133,"5/26/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"U.FL-2LP-062N1D-AC-(200)","U.FL-2LP-062N1D-AC-(200)","Hirose","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",364,364,"11/25/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"U.FL-2LP-068N1-A-(200)","U.FL-2LP-068N1-A-(200)","Hirose Electric Co Ltd","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",105,112,"7/8/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"UCA2C330MPD","UCA2C330MPD","Nichicon","MKS Capacitor RFQ",6930,"OBS","HIGH","HIGH",0,"",,,"11/24/2025","NO",,"MKS Capacitor RFQ"
"UCC21540ADWK","UCC21540ADW","Texas Instruments","Wabtec - 2025 Requirements",1384,"OBS","HIGH","HIGH",0,"",,,"11/25/2025","NO",,"Wabtec - 2025 Requirements"
"UCC2808D-2","UCC2808D-2","Texas Instruments","Wabtec - 2025 Requirements",802,"OBS","HIGH","HIGH",0,"",,,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"UCC2808D-2","UCC2808D-2","Texas Instruments","Wabtec - 2025 Requirements",802,"OBS","HIGH","HIGH",0,"",42,42,"7/29/2025","NO",,"Wabtec - 2025 Requirements"
"UCC28C40D","UCC28C40D","Texas Instruments","Wabtec - 2025 Requirements",2500,"OBS","HIGH","LOW",0,"",,,"12/30/2025","NO",,"Wabtec - 2025 Requirements"
"UCC5304DWV","UCC5304","Texas Instruments","Altium Library IC Components - HR Smith",1000,"OBS","HIGH","HIGH",0,"",,,"11/20/2025","NO",,"Altium Library IC Components - HR Smith"
"UCC5304DWV","UCC5304","Texas Instruments","Altium Library IC Components - HR Smith",1000,"OBS","HIGH","HIGH",0,"",,,"11/20/2025","NO",,"Altium Library IC Components - HR Smith"
"UCC5320SCD","UCC5320SCD","Texas Instruments","Wabtec - 2025 Requirements",200,"OBS","HIGH","HIGH",0,"",693,693,"1/6/2026","NO",,"Wabtec - 2025 Requirements"
"ULN2803ADWG4","ULN2803ADWG4","Texas Instruments","Sonardyne Master Acrive Part List",1000,"OBS","HIGH","HIGH",0,"None",84,84,"5/19/2025","NO",,"Sonardyne Master Acrive Part List | Sonardyne Master Active Part List"
"ULN2803ADWG4","ULN2803ADWG4","Texas Instruments","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",84,84,"9/29/2025","NO",,"Sonardyne Master Acrive Part List | Sonardyne Master Active Part List"
"UMFT234XD-NC","UMFT234XD-NC","FTDI","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",238,238,"9/9/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"UMFT234XD-NC","UMFT234XD-NC","FTDI","MKS Instruments - RFQ May 2025 - Priority 1",5,"OBS","HIGH","HIGH",0,"",84,238,"7/1/2025","NO",,"MKS Instruments - RFQ May 2025 - Priority 1"
"UMK325F475ZH-T","UMK325F475ZH-T","Taiyo Yuden","MKS Capacitor RFQ",7,"OBS","HIGH","HIGH",0,"None",133,133,"5/5/2025","NO",,"MKS Capacitor RFQ"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",10000,"OBS","HIGH","HIGH",0,"None",2,358,"4/28/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",10000,"OBS","HIGH","HIGH",0,"None",2,358,"4/28/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",10000,"OBS","HIGH","HIGH",0,"None",210,358,"6/9/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",10000,"OBS","HIGH","HIGH",0,"None",210,358,"6/9/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",3000,"OBS","HIGH","HIGH",0,"None",2,358,"4/28/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",3000,"OBS","HIGH","HIGH",0,"None",210,358,"6/9/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",4407,"OBS","HIGH","HIGH",0,"None",2,358,"4/28/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPD720114GA-YEU-AT","UPD720114GA-YEU-AT","RENESAS","OT RFQ 27.01.2025 - 17.03.2025",4407,"OBS","HIGH","HIGH",0,"None",210,358,"6/9/2025","NO",,"OT RFQ 27.01.2025 - 17.03.2025"
"UPS1E101MED1TD","UPS1E101MED1TD","Nichicon","MKS Capacitor RFQ",69,"OBS","HIGH","HIGH",0,"",147,169,"12/8/2025","NO",,"MKS Capacitor RFQ"
"UPW1J6R8MDD","UPW1J6R8MDD","Nichicon","MKS Capacitor RFQ",105,"OBS","HIGH","HIGH",0,"",147,147,"9/29/2025","NO",,"MKS Capacitor RFQ"
"UPW2F220MHD","UPW2F220MHD","Nichicon","EWVN PPV Program",2000,"OBS","HIGH","HIGH",0,"",,,"11/19/2025","NO",,"EWVN PPV Program"
"USB1T11AMTC","USB1T11AMTC","onsemi","Sonardyne Master Active Part List",1000,"OBS","HIGH","HIGH",0,"",99,693,"9/15/2025","NO",,"Sonardyne Master Active Part List"
"USR1V470MDD","USR1V470MDD","Nichicon","MKS Capacitor RFQ",4340,"OBS","HIGH","HIGH",0,"None",224,364,"3/17/2025","NO",,"MKS Capacitor RFQ"
"UUG1C102MNQ1ZD","UUG1C102MNQ1ZD","Nichicon","Carrier - new project - Q4",1000,"LTB","HIGH","HIGH",0,"None",238,238,"5/28/2025","NO",,"Carrier - new project - Q4 | KGS - Stargate BOM"
